account,postdate,tweet,link,topic_tag,comments,retweets,likes,shares,replysource,platform,views
ilm_e_tibb,2025-07-14 13:59:50+00:00,"Rubella, also known as German Measles, is a mild viral infection—but in pregnant women, it can cause Congenital Rubella Syndrome (CRS), leading to serious birth defects. ⚠️ Preventable with MMR vaccine 🎯 Public health focus: early diagnosis, vaccination & awareness  Stay informed. Stay protected. 💉  ---  #Rubella #GermanMeasles #CRS #MMRVaccine #PreventiveMedicine #PSM #MedicalAwareness #AyushStudents #BUMS #MBBSLife #CommunityMedicine #ViralInfections #CongenitalSyndrome #IlmETibb #UnaniMedicine #PublicHealthAwareness #RubellaAwareness #VaccinationSavesLives #MedicineSimplified #StudyMedicine",https://www.instagram.com/p/DMFzwD3TDe7/,,0,0,3,,,instagram,
annalsofim,2025-07-03 16:00:28+00:00,"A new commentary from Bruce Farber, MD warns about the potential resurgence of #rubella following the decline in #MMR vaccination rates and recent measles outbreak in the US.",https://www.instagram.com/p/DLpswvqzyrA/,,0,0,3,,,instagram,
pkugamping,2025-07-03 06:48:40+00:00,Vaksin MMR Rs PKU Muhammadiyah Gamping  ••••••••••••••••••••••••••••• 🌐 www.pkugamping.com 🔰 WA Informasi Layanan : 0819-1923-1000 🔰 WA Pendaftaran : 0895-4111-43114 ☎️ Call Center : 0274 6499704 (24 JAM) ☎️ Emergency Call : 0274 6499118 (24 JAM)  #PKUGamping #PremiumAffordable #vaksin #imunisasi #vaksinmmr  #campak  #gondongan  #rubella,https://www.instagram.com/p/DLotqh-pYbF/,,0,0,29,,,instagram,
rubellaballet,2025-07-09 14:11:48+00:00,"*******CALLING ALL PUNKS******** #Rubella Ballet return to Liverpool to play the #Birkenhead Punk Festival the birth place of Day Glo Legend #Zillah Minx lead singer of #Rubella Ballet formed in 1979 at a Crass gig. Rubella Ballet still protesting, still supporting the ALF, still fighting for our rights. This is Anarcho punk at its finest. On Stage at 5pm check out their merch stall for t,shirts, hoodies, badges & stickers. #punk #birkenhead #punkwomen #punkradio #goth #neon #fluorescent #punkrock #punkrockbands #1979 #1980s #zillahminx  #sidtruelove #emilyflea",https://www.instagram.com/p/DL49JW6oe9N/,,1,0,58,,,instagram,
oyodecides2027,2025-07-09 16:52:14+00:00,"The wife of the Oyo Governor, Engr. Tamunominini Makinde, has led a sensitisation rallies on lifesaving vaccines on Measles, Rubella for children between age 9 months and 15 years.  The event which is an initiative of the Renewed Hope Initiative took place at Government Secretariat, Agodi, Ibadan.  It had in attendance wives of the lawmakers, members of the State Executive Council, caregivers, community leaders and healthcare service providers.  The sole aim of the programme is to boost awareness and uptake of vaccines to prevent measles and rubella, especially among children.  In her address, the First Lady appealed to the stakeholders to support government efforts to curb deaths from vaccine-preventable diseases, particularly among children aged five and below.  “As mothers and leaders in our communities, we must ensure every child receives the necessary vaccination to prevent avoidable deaths,” she said. She also charged the wives of chairmen from all 33 local government areas in the state to take the campaign door-to-door, ensuring no child is left behind.”  Earlier in her welcome address, the Oyo State Commissioner for Health, Dr. Oluwaserimi Ajetunmobi, emphasized that measles remains one of the leading causes of child mortality globally. She also noted that rubella poses severe risks, particularly for pregnant women.  Rubella, according to her, can result in lifelong complications such as visual impairment, congenital blindness, deafness, and mental and growth retardation,  “These are not just personal tragedies but burdens on families and entire communities.”  She noted the challenges being faced to include, lack of awareness and cultural disbelief in vaccination among others.  She, therefore, reiterated the state government’s commitment to ensuring that no child dies from vaccine-preventable diseases.  “The vaccination campaign targets children aged 9 months to 15 years and includes integrated child health interventions such as vitamin A supplementation”.  #firstlady #measlesvaccine #rubella #oyodecides2027 #oyostategovernment #womeninpower #renewedhopeinitiative #vaccination #health #children #oyostate #rubellavaccination",https://www.instagram.com/p/DL5PgU-IP1O/,,0,0,3,,,instagram,
gnrpublichealth,2025-07-02 14:07:58+00:00,"#Rubella is a virus that often causes a red rash. It can be a serious threat to pregnant women, causing miscarriages and birth defects. MMR vaccines continue to help protect us all from #Rubella. #StayUpToDate at 'Continue Childhood Vaccines' at the link in our bio or schedule a vaccine by calling 770-904-3717!",https://www.instagram.com/p/DLm6vi4s9fe/,,0,0,1,,,instagram,
aupschoolkulappully,2025-06-30 16:43:58+00:00,"#പേ_വിഷബാധ_ബോധവത്കരണം  ഇന്ന് സ്കൂളിലെ കുട്ടികൾക്ക് വേണ്ടി പേ വിഷബാധക്കെതിരെയുള്ള ബോധവത്കരണവും പ്രതിജ്ഞയും നടത്തി, സാമൂഹിക ആരോഗ്യ കേന്ദ്രത്തിലെ പീഡിയാട്രിസ്റ് ഡോ.ശോഭ  ബോധവത്കരണം നടത്തി. മറ്റു സിസ്റ്റേഴ്‌സും സംബന്ധിച്ചു. #rubella #പേവിഷബാധ #വാക്സിൻ #പ്രതിരോധം #primaryschool #generalawareness #healthylifestyle #Healthcare  A.U.P School Kulappully Primary Health Centre",https://www.instagram.com/p/DLiDaAUhBHg/,,1,0,102,,,instagram,
karubee.bd,2025-07-03 09:05:07+00:00,"Some colors don’t just catch the eye — they capture the heart. ✨  RUBELLA is the story of ruby dreams and festive fire, where every bangle glows with handcrafted love and crystal clarity.  Celebrate Bold | Celebrate RUBELLA 💖  #RubElla #KaruBee #RedElegance #ThreadedCharm #HandcraftedBangles #FestiveGlow",https://www.instagram.com/p/DLo9Rt4CZ5i/,,0,0,3,,,instagram,
jquinny333,2025-07-05 14:19:27+00:00,#Vaccines filled #Viruses  #Measles #Mumps #Rubella #VACCINE  #SIDEEFFECTS #InjuriesNotRare #ReadTheInserts #Physicians4InformedConsent #BeInformed #vaccinesshedviruses,https://www.instagram.com/p/DLuq14kRqHv/,,0,0,1,,,instagram,
thingsgetstuffed,2025-07-10 11:14:35+00:00,#rubella,https://www.instagram.com/p/DL7NqL4T4Xy/,,0,0,0,,,instagram,
almareynosojalos,2025-07-01 09:20:25+00:00,"#CIGurlAwesomeJourney🧡🧡🧡  Malayo pa, pero Malayo na❤️ #Rubella baby #Bilateral Congenital Cataract #Bilateral Profound Hearing Loss # Congenital Heart Disease  To God Be The Glory🙏🙏🙏",https://www.instagram.com/p/DLj1cHeTnt0/,,0,0,0,,,instagram,
klinikfamiliprisma,2025-07-03 08:15:16+00:00,"🔆 DEMAM CAMPAK 🔆  🔅 Demam campak (Rubeola) adalah jangkitan akut pada kanak-kanak disebabkan oleh virus measles.  🔅 Pesakit demam campak biasanya mengalami gejala jangkitan respiratori dan disertai ruam pada kulit.  🔅 Cara virus ini disebarkan adalah melalui titisan air yang terhasil daripada saluran pernafasan.  🔅 Ia boleh keluar daripada saluran pernafasan pesakit daripada mulut dan hidung semasa bercakap, batuk atau bersin.  TANDA-TANDA DEMAM CAMPAK  🔸 Demam tinggi. 🔸 Batuk, selesema dan sakit tekak. 🔸 Mata berair dan sensitif kepada cahaya. 🔸 Sakit otot.  APAKAH RAWATAN UNTUK DEMAM CAMPAK❓ 🔸 Demam campak tidak mempunyai rawatan yang spesifik ataupun ubat yang boleh digunakan untuk membunuh virus tersebut. Terdapat beberapa rawatan sokongan yang boleh diberikan kepada pesakit antaranya ; 🔸 Ubat Demam 🔸 Pengambilan air yang mencukupi 🔸 Antibiotik jika pesakit mengalami jankitan kuman  Sebarang pertanyaan sila hubungi ; https://linktr.ee/klinikfamiliprisma  WhatsApp : https://wa.me/60126126309  #alamimpian #shahalam #sungaikandis #kampungjawa #klang #kotakemuning #klinikfamiliprisma #theheartofhealthcare #klinikalamimpian #klinikshahalam #rawatankesihatan #doktorwanita #demamcampak #measles #ruam #rubella",https://www.instagram.com/p/DLo3kuiySx5/,,0,0,1,,,instagram,
jocohealthdept,2025-07-09 14:38:06+00:00,"No se demore, su oportunidad de protección es ahora.  Si usted es un adulto mayor de 19 años sin seguro médico o con seguro insuficiente, tenemos vacunas contra el sarampión, las paperas y la rubéola (MMR) gratuitas disponibles por tiempo limitado en nuestras clínicas de inmunización sin cita previa en Olathe y Mission, se aplicará un costo de $20 para administrar la vacuna.   La vacuna MMR proporciona hasta un 97% de protección contra el sarampión. Es especialmente importante vacunarse si viaja internacionalmente, es un estudiante universitario o un trabajador de la salud o no conoce su estado de vacunación.  Haga clic en el 🔗 de nuestro perfil para información sobre vacunación contra el sarampión.  #JohnsonCountyKS #Measles #Mumps #Rubella #MMR #Sarampión #Paperas #Rubéola #PublicHealth #Preparedness #KSPrepared #SleeveUpJoCo @lamegakc @2mas2kc @univisionkc @telemundokc @dosmundosnews @elcentroinc @juntos_ks @telocuentonewskc @kansascityhispanicnurses @lax1250am",https://www.instagram.com/p/DL5AJiXvTB7/,,0,0,1,,,instagram,
flobabyspa.id,2025-07-06 13:02:18+00:00,"Hai Moms…   📢 IMUNISASI MR ITU PENTING! 💉✨ Yuk, lindungi buah hati dari virus berbahaya seperti campak dan rubella! Imunisasi bukan hanya melindungi anak kita dari sakit, tapi juga mencegah risiko cacat dan kematian. Jangan tunda, pastikan si kecil mendapatkan imunisasi lengkap untuk masa depan yang lebih sehat dan cerah! 🌈👶❤️  📍FloBabySpa - Baby Sehat, Baby Happy  #flobabyspa #ImunisasiMR #CegahCampakRubella #AnakSehat #FloBabySpa #VaksinItuPenting #ImunisasiAnak #LindungiBuahHati #BayiSehat #KesehatanAnak #PentingnyaVaksin #Rubella #Campak #ImunisasiSekarang",https://www.instagram.com/p/DLxGzuwJAh9/,,0,0,1,,,instagram,
tttcbvbd,2025-06-17 13:00:39+00:00,"🏥 Nhân viên y tế – Những “chiến binh” cần được bảo vệ 💉🛡️ Sáng thứ Hai, tại #Trung_tâm_Tiêm_chủng_Bệnh_viện_Bưu_Điện, không khí bỗng rộn ràng hơn mọi khi. Những gương mặt quen thuộc trong chiếc blouse trắng – các bác sĩ, điều dưỡng, kỹ thuật viên – đang lần lượt ngồi chờ tiêm… nhưng lần này không phải để khám cho người bệnh mà là để tự bảo vệ chính mình.  👩‍⚕️ Chị Huyền – điều dưỡng khoa #Sản, chia sẻ:  “Mỗi ngày tiếp xúc hàng chục bệnh nhân, mình hiểu rõ nguy cơ lây nhiễm là rất cao. Được tiêm vắc-xin viêm gan B và cúm định kỳ khiến mình yên tâm hơn khi làm việc.”  👨‍⚕️ Bác sĩ Thành – khoa #Khám_bệnh, thì nói thêm:  “Không chỉ bảo vệ bản thân, tiêm phòng còn là cách mình bảo vệ bệnh nhân – đặc biệt là người lớn tuổi và trẻ nhỏ, những người dễ bị tổn thương nhất.”  💉 Vắc-xin nào cần thiết cho nhân viên y tế? ✅ #Viêm_gan_B – Nguy cơ cao khi tiếp xúc với máu, dịch cơ thể ✅ #Cúm – Phòng tránh lây nhiễm trong môi trường đông người ✅ #MMR (#sởi – #quai_bị – #rubella) ✅ #Thủy_đậu – Tránh lây sang bệnh nhân và đồng nghiệp  🎁 ƯU ĐÃI ĐẶC BIỆT: GIẢM 5% 📦 Áp dụng cho mọi gói tiêm chủng dành cho nhân viên y tế và gia đình ⏰ Có hiệu lực đến hết 30/6/2025 📍 Tại: #Trung_tâm_Tiêm_chủng #Bệnh_viện_Bưu_Điện  📝 Gợi ý gói tiêm dành cho nhân viên y tế: Gói tiêm Cúm + Viêm gan B định kỳ Gói tổng hợp: Viêm gan B – Cúm – MMR – Thủy đậu  📞 Tư vấn và đặt lịch: 081 661 5858 📬 Nhắn tin trực tiếp để được hỗ trợ nhanh chóng!  💪 Để mỗi ""chiến binh blouse trắng"" yên tâm hoàn thành sứ mệnh chăm sóc cộng đồng, hãy bắt đầu từ việc bảo vệ chính mình bằng vắc-xin!  #NhanVienYTe #VacxinYTe #VacxinNgheNghiep #TiemPhongChuyenSau #VacxinCUM #VacxinViemGanB #TrungTamTiemChung #BenhVienBuuDien #GiamGiaVacxin #VacxinHe2025 #BaoVeSucKhoe #CanBoYTeTiemPhong",https://www.instagram.com/p/DLALg6YpTsA/,,0,0,1,,,instagram,
kameddiaqnostika,2025-06-26 16:22:02+00:00,"TORCH infeksiyalar dedikdə daha çox hamiləlikdə patologiya törədə bilən infeksiyalar başa düşülür. TORCH sözü bu infeksiyaların abbreviaturlarından (baş hərfləri) əmələ gəlir:  ✓ T - toksoplazma  ✓ O - other (digər)   ✓ R - rubella  ✓ C - CMV (sitomeqalovirus)  ✓ H - herpes  O - other (digər) infeksiyalara sifilis,hepatit virusları,mikoplazma,candida ,HİV,xlamidiya,listeriya və s. aiddir.  Çox təhlükəli olan bu infeksiyaları hələ hamiləlik planlaşdırılarkən yoxlanması tövsiyə edilir.Əgər planlaşdılırılmamış hamiləlikdir və saxlanılmasına qərar vermisinizsə TORCH infeksiyalar hamiləliyin erkən dövrlərində test edilməlidir.  Vaxtında müayinə və müalicə sağlam övlad deməkdir!  Əlavə məlumat almaq və qəbula yazılmaq üçün: 📱(+994 55) 374 02 02 📱(+994 99) 374 02 02 ☎️(+994 18) 645 02 02  Ünvan: Sumqayıt şəh,. 43-cü məhəllə,. S.Bədəlbəyli 64 ( Sumqayıt Dövlət Universiteti-2-ci korpusun yanı) İş saatı: I - Vl günlər saat 07:00-18:00 Bazar günü saat: 09:00-13:00  #kamed #tibb #usm #sumqayıt #müayinə #sağlamlıq #azərbaycan  #kameddiaqnostika #analiz #laboratoriya #həkim  #doktor #tibbmərkəzi  #müalicə #rentgen #ekq #exo #exokq #eeq #terapevt #torch #CMV #toksoplazma #rubella #herpes #hamiləlik #infeksiyalar",https://www.instagram.com/p/DLXttwaohYQ/,,34,0,59,,,instagram,
rumahvaksinasi_garut,2025-06-17 03:59:49+00:00,"Vaksin MMR untuk dewasa diberikan guna menghindari atau mengurangi risiko terkena penyakit campak (measles), gondongan (mumps), dan rubella.   Campak, gondongan, dan rubella (campak Jerman) termasuk dalam jenis penyakit yang mudah menular melalui udara. Saat penderita ketiga penyakit tersebut batuk atau bersin, dahak atau percikan air liur yang keluar bisa saja terhirup oleh siapa pun yang ada didekatnya.  Jika hal ini terjadi, orang yang menghirup percikan dahak atau air liur bisa tertular. Inilah yang mendasari mengapa orang dewasa juga perlu mendapatkan vaksin MMR.  Nah, Jika Aybun belum pernah mendapatkan vaksin MMR hingga dewasa, berkonsultasilah dengan dokter kami untuk menentukan jadwal pemberian vaksin ya.   Dengan melakukan vaksinasi MMR, Aybun tidak hanya terlindungi dari campak, gondongan, dan rubella, tetapi juga mencegah penularan penyakit ini kepada orang lain ☺️👌  #vaksinasi #vaksinMMR #MMR #Campak #Rubella #Gondongan #vaksin #jadwalvaksindewasa #jadwalvaksin #jadwalMMR",https://www.instagram.com/p/DK_NnvTJVMV/,,0,0,1,,,instagram,
