account,postdate,tweet,link,replysource,platform,has_parent_context,context_text,sentiment_label,sentiment_score,week
christinanugrahaeni,2026-03-13 06:05:41+00:00,"Bayi, 2 bulan😭😭😭😭 blm bisa diimunisasi campak😭😭😭 Bayi, 2 bulan😭😭😭😭 blm bisa diimunisasi campak😭😭😭 JAHAT BANGET KALIAN PARA ANTIVAX DAN ORANGTUA EGOIS YG KALO ANAK SAKIT DIBAWA KELUAR2🤯🤯🤯🤯🤯🤯  Translate JAHAT BANGET KALIAN PARA ANTIVAX DAN ORANGTUA EGOIS YG KALO ANAK SAKIT DIBAWA KELUAR2🤯🤯🤯🤯🤯🤯",https://www.threads.com/@christinanugrahaeni/post/DV0F3E_ERxP,https://www.threads.com/@jelita_story/post/DV0EjQFiSQj,threads,True,"Laporan saya ke dinkes divisi pd3i ( penyakit yang dapat dicegah dengan imunisasi). Kasus bayi 2 bulan MD suspect campak, masuk dengan gagal nafas, dirumah demam dan ruam2, riwayat kakaknya dirawat di RS 6 hari karena campak, ibunya terkena campak sekarang lagi isolasi mandiri dirumah. Wabah campak itu nyata dan diluar sana anti vaksin terus berkoar2 vaksin berbahaya!! Berapa dosa jariyahmu saat ada ibu terpengaruh untuk tidak memberikan vaksin ke bayinya dan bayi itu meninggal dunia karena itu.  Translate Laporan saya ke dinkes divisi pd3i ( penyakit yang dapat dicegah dengan imunisasi). Kasus bayi 2 bulan MD suspect campak, masuk dengan gagal nafas, dirumah demam dan ruam2, riwayat kakaknya dirawat di RS 6 hari karena campak, ibunya terkena campak sekarang lagi isolasi mandiri dirumah. Wabah campak itu nyata dan diluar sana anti vaksin terus berkoar2 vaksin berbahaya!! Berapa dosa jariyahmu saat ada ibu terpengaruh untuk tidak memberikan vaksin ke bayinya dan bayi itu meninggal dunia karena itu. — Balasan: Bayi, 2 bulan😭😭😭😭 blm bisa diimunisasi campak😭😭😭 Bayi, 2 bulan😭😭😭😭 blm bisa diimunisasi campak😭😭😭 JAHAT BANGET KALIAN PARA ANTIVAX DAN ORANGTUA EGOIS YG KALO ANAK SAKIT DIBAWA KELUAR2🤯🤯🤯🤯🤯🤯  Translate JAHAT BANGET KALIAN PARA ANTIVAX DAN ORANGTUA EGOIS YG KALO ANAK SAKIT DIBAWA KELUAR2🤯🤯🤯🤯🤯🤯",negative,0.9422266483306885,2026-03-09
rainbowlalala_,2026-03-13 07:47:13+00:00,"Mereka beralasan katanya “harusnya yg ketar ketir dan sakit kan anak2 yg gak vaksin, kenapa yg anaknya vaksin pada heboh”. Anak saya usia 2,5bln selalu deg2an tiap ada berita ginian 😭😭  Translate Mereka beralasan katanya “harusnya yg ketar ketir dan sakit kan anak2 yg gak vaksin, kenapa yg anaknya vaksin pada heboh”. Anak saya usia 2,5bln selalu deg2an tiap ada berita ginian 😭😭",https://www.threads.com/@rainbowlalala_/post/DV0ReotiWx5,https://www.threads.com/@jelita_story/post/DV0EjQFiSQj,threads,True,"Laporan saya ke dinkes divisi pd3i ( penyakit yang dapat dicegah dengan imunisasi). Kasus bayi 2 bulan MD suspect campak, masuk dengan gagal nafas, dirumah demam dan ruam2, riwayat kakaknya dirawat di RS 6 hari karena campak, ibunya terkena campak sekarang lagi isolasi mandiri dirumah. Wabah campak itu nyata dan diluar sana anti vaksin terus berkoar2 vaksin berbahaya!! Berapa dosa jariyahmu saat ada ibu terpengaruh untuk tidak memberikan vaksin ke bayinya dan bayi itu meninggal dunia karena itu.  Translate Laporan saya ke dinkes divisi pd3i ( penyakit yang dapat dicegah dengan imunisasi). Kasus bayi 2 bulan MD suspect campak, masuk dengan gagal nafas, dirumah demam dan ruam2, riwayat kakaknya dirawat di RS 6 hari karena campak, ibunya terkena campak sekarang lagi isolasi mandiri dirumah. Wabah campak itu nyata dan diluar sana anti vaksin terus berkoar2 vaksin berbahaya!! Berapa dosa jariyahmu saat ada ibu terpengaruh untuk tidak memberikan vaksin ke bayinya dan bayi itu meninggal dunia karena itu. — Balasan: Mereka beralasan katanya “harusnya yg ketar ketir dan sakit kan anak2 yg gak vaksin, kenapa yg anaknya vaksin pada heboh”. Anak saya usia 2,5bln selalu deg2an tiap ada berita ginian 😭😭  Translate Mereka beralasan katanya “harusnya yg ketar ketir dan sakit kan anak2 yg gak vaksin, kenapa yg anaknya vaksin pada heboh”. Anak saya usia 2,5bln selalu deg2an tiap ada berita ginian 😭😭",negative,0.8845562934875488,2026-03-09
christinanugrahaeni,2026-03-13 08:02:10+00:00,"Sehat selalu ya kak. Anakku udh 3 th imunisasi lengkap, minta ke playground krna udh aku janjiin, trpaksa aku batalin🥲 Sehat selalu ya kak. Anakku udh 3 th imunisasi lengkap, minta ke playground krna udh aku janjiin, trpaksa aku batalin🥲",https://www.threads.com/@christinanugrahaeni/post/DV0TMJJkZR9,https://www.threads.com/@jelita_story/post/DV0EjQFiSQj,threads,True,"Laporan saya ke dinkes divisi pd3i ( penyakit yang dapat dicegah dengan imunisasi). Kasus bayi 2 bulan MD suspect campak, masuk dengan gagal nafas, dirumah demam dan ruam2, riwayat kakaknya dirawat di RS 6 hari karena campak, ibunya terkena campak sekarang lagi isolasi mandiri dirumah. Wabah campak itu nyata dan diluar sana anti vaksin terus berkoar2 vaksin berbahaya!! Berapa dosa jariyahmu saat ada ibu terpengaruh untuk tidak memberikan vaksin ke bayinya dan bayi itu meninggal dunia karena itu.  Translate Laporan saya ke dinkes divisi pd3i ( penyakit yang dapat dicegah dengan imunisasi). Kasus bayi 2 bulan MD suspect campak, masuk dengan gagal nafas, dirumah demam dan ruam2, riwayat kakaknya dirawat di RS 6 hari karena campak, ibunya terkena campak sekarang lagi isolasi mandiri dirumah. Wabah campak itu nyata dan diluar sana anti vaksin terus berkoar2 vaksin berbahaya!! Berapa dosa jariyahmu saat ada ibu terpengaruh untuk tidak memberikan vaksin ke bayinya dan bayi itu meninggal dunia karena itu. — Balasan: Sehat selalu ya kak. Anakku udh 3 th imunisasi lengkap, minta ke playground krna udh aku janjiin, trpaksa aku batalin🥲 Sehat selalu ya kak. Anakku udh 3 th imunisasi lengkap, minta ke playground krna udh aku janjiin, trpaksa aku batalin🥲",negative,0.8963602185249329,2026-03-09
litaelyn,2026-03-13 06:17:56+00:00,@sha.fiy.yah @sha.fiy.yah @sha.fiy.yah sha.fiy.yah sha.fiy.yah sha.fiy.yah sha.fiy.yah Innalilahi wa Inna ilaihi Raji'un 🥹  Translate Innalilahi wa Inna ilaihi Raji'un 🥹,https://www.threads.com/@litaelyn/post/DV0HQvWAUf3,https://www.threads.com/@jelita_story/post/DV0EjQFiSQj,threads,True,"Laporan saya ke dinkes divisi pd3i ( penyakit yang dapat dicegah dengan imunisasi). Kasus bayi 2 bulan MD suspect campak, masuk dengan gagal nafas, dirumah demam dan ruam2, riwayat kakaknya dirawat di RS 6 hari karena campak, ibunya terkena campak sekarang lagi isolasi mandiri dirumah. Wabah campak itu nyata dan diluar sana anti vaksin terus berkoar2 vaksin berbahaya!! Berapa dosa jariyahmu saat ada ibu terpengaruh untuk tidak memberikan vaksin ke bayinya dan bayi itu meninggal dunia karena itu.  Translate Laporan saya ke dinkes divisi pd3i ( penyakit yang dapat dicegah dengan imunisasi). Kasus bayi 2 bulan MD suspect campak, masuk dengan gagal nafas, dirumah demam dan ruam2, riwayat kakaknya dirawat di RS 6 hari karena campak, ibunya terkena campak sekarang lagi isolasi mandiri dirumah. Wabah campak itu nyata dan diluar sana anti vaksin terus berkoar2 vaksin berbahaya!! Berapa dosa jariyahmu saat ada ibu terpengaruh untuk tidak memberikan vaksin ke bayinya dan bayi itu meninggal dunia karena itu. — Balasan: @sha.fiy.yah @sha.fiy.yah @sha.fiy.yah sha.fiy.yah sha.fiy.yah sha.fiy.yah sha.fiy.yah Innalilahi wa Inna ilaihi Raji'un 🥹  Translate Innalilahi wa Inna ilaihi Raji'un 🥹",negative,0.9449809193611145,2026-03-09
yusantisp,2026-03-11 02:15:36+00:00,Anakku bulan ini usia 4 bulan dok. Apakah nanti usia 6 bulan wajib campak dulu dok?  Translate Anakku bulan ini usia 4 bulan dok. Apakah nanti usia 6 bulan wajib campak dulu dok?,https://www.threads.com/@yusantisp/post/DVuh8JBicB7,https://www.threads.com/@dokteranakbbs/post/DVtaVHWEwEJ,threads,True,"“Dok, sekarang lagi banyak campak ya? Anak saya baru 7 bulan, apakah sudah boleh vaksin campak?"" “Dok, sekarang lagi banyak campak ya? Anak saya baru 7 bulan, apakah sudah boleh vaksin campak?"" Nah, pada kondisi skrg yg sedang terjadi KLB campak, pemberian vaksin campak dapat diberikan lebih awal mulai usia 6 bulan. Nah, pada kondisi skrg yg sedang terjadi KLB campak, pemberian vaksin campak dapat diberikan lebih awal mulai usia 6 bulan. Perlu diketahui bahwa vaksin di usia 6–8 bln ini dosis tambahan, sehingga setelah usia 9-12 bulan tetap diberikan. Perlu diketahui bahwa vaksin di usia 6–8 bln ini dosis tambahan, sehingga setelah usia 9-12 bulan tetap diberikan. Jadi untuk Mama Papa yg punya bayi usia ≥6 bulan, segera vaksin campak sebagai perlindungan awal.  Translate Jadi untuk Mama Papa yg punya bayi usia ≥6 bulan, segera vaksin campak sebagai perlindungan awal. — Balasan: Anakku bulan ini usia 4 bulan dok. Apakah nanti usia 6 bulan wajib campak dulu dok?  Translate Anakku bulan ini usia 4 bulan dok. Apakah nanti usia 6 bulan wajib campak dulu dok?",neutral,0.602703869342804,2026-03-09
dokteranakbbs,2026-03-11 02:17:14+00:00,"Kalau kondisinya masih KLB, bisa diberikan vaksin campak saat 6 bulan, tp tidak dihitung dosis pertama. Saat usia 9 bulan tetap diberikan dan dilanjutkan MR/ MMR booster usia 15-18 bulan  Translate Kalau kondisinya masih KLB, bisa diberikan vaksin campak saat 6 bulan, tp tidak dihitung dosis pertama. Saat usia 9 bulan tetap diberikan dan dilanjutkan MR/ MMR booster usia 15-18 bulan",https://www.threads.com/@dokteranakbbs/post/DVuiICRk9O8,https://www.threads.com/@dokteranakbbs/post/DVtaVHWEwEJ,threads,True,"“Dok, sekarang lagi banyak campak ya? Anak saya baru 7 bulan, apakah sudah boleh vaksin campak?"" “Dok, sekarang lagi banyak campak ya? Anak saya baru 7 bulan, apakah sudah boleh vaksin campak?"" Nah, pada kondisi skrg yg sedang terjadi KLB campak, pemberian vaksin campak dapat diberikan lebih awal mulai usia 6 bulan. Nah, pada kondisi skrg yg sedang terjadi KLB campak, pemberian vaksin campak dapat diberikan lebih awal mulai usia 6 bulan. Perlu diketahui bahwa vaksin di usia 6–8 bln ini dosis tambahan, sehingga setelah usia 9-12 bulan tetap diberikan. Perlu diketahui bahwa vaksin di usia 6–8 bln ini dosis tambahan, sehingga setelah usia 9-12 bulan tetap diberikan. Jadi untuk Mama Papa yg punya bayi usia ≥6 bulan, segera vaksin campak sebagai perlindungan awal.  Translate Jadi untuk Mama Papa yg punya bayi usia ≥6 bulan, segera vaksin campak sebagai perlindungan awal. — Balasan: Kalau kondisinya masih KLB, bisa diberikan vaksin campak saat 6 bulan, tp tidak dihitung dosis pertama. Saat usia 9 bulan tetap diberikan dan dilanjutkan MR/ MMR booster usia 15-18 bulan  Translate Kalau kondisinya masih KLB, bisa diberikan vaksin campak saat 6 bulan, tp tidak dihitung dosis pertama. Saat usia 9 bulan tetap diberikan dan dilanjutkan MR/ MMR booster usia 15-18 bulan",neutral,0.6535589098930359,2026-03-09
yusantisp,2026-03-11 06:00:14+00:00,Baik dok.. utk campak 6 bulan ini bisa di puskesmas atau mandiri dok? 🙏🏻  Translate Baik dok.. utk campak 6 bulan ini bisa di puskesmas atau mandiri dok? 🙏🏻,https://www.threads.com/@yusantisp/post/DVu7pZlERaE,https://www.threads.com/@dokteranakbbs/post/DVtaVHWEwEJ,threads,True,"“Dok, sekarang lagi banyak campak ya? Anak saya baru 7 bulan, apakah sudah boleh vaksin campak?"" “Dok, sekarang lagi banyak campak ya? Anak saya baru 7 bulan, apakah sudah boleh vaksin campak?"" Nah, pada kondisi skrg yg sedang terjadi KLB campak, pemberian vaksin campak dapat diberikan lebih awal mulai usia 6 bulan. Nah, pada kondisi skrg yg sedang terjadi KLB campak, pemberian vaksin campak dapat diberikan lebih awal mulai usia 6 bulan. Perlu diketahui bahwa vaksin di usia 6–8 bln ini dosis tambahan, sehingga setelah usia 9-12 bulan tetap diberikan. Perlu diketahui bahwa vaksin di usia 6–8 bln ini dosis tambahan, sehingga setelah usia 9-12 bulan tetap diberikan. Jadi untuk Mama Papa yg punya bayi usia ≥6 bulan, segera vaksin campak sebagai perlindungan awal.  Translate Jadi untuk Mama Papa yg punya bayi usia ≥6 bulan, segera vaksin campak sebagai perlindungan awal. — Balasan: Baik dok.. utk campak 6 bulan ini bisa di puskesmas atau mandiri dok? 🙏🏻  Translate Baik dok.. utk campak 6 bulan ini bisa di puskesmas atau mandiri dok? 🙏🏻",neutral,0.6456601023674011,2026-03-09
kiranaaini,2026-03-11 01:46:03+00:00,"Anakku juga vaksin campaknya jadi dimajuin, harusnya kemarin jadwalnya hfmd tapi jadi vaksin campak dulu, dan kemarin di dsanya lagi ada program pemerintah gitu, jadi vaksinnya gratis😬 Anakku juga vaksin campaknya jadi dimajuin, harusnya kemarin jadwalnya hfmd tapi jadi vaksin campak dulu, dan kemarin di dsanya lagi ada program pemerintah gitu, jadi vaksinnya gratis😬",https://www.threads.com/@kiranaaini/post/DVuejt8CU1V,https://www.threads.com/@dokteranakbbs/post/DVtaVHWEwEJ,threads,True,"“Dok, sekarang lagi banyak campak ya? Anak saya baru 7 bulan, apakah sudah boleh vaksin campak?"" “Dok, sekarang lagi banyak campak ya? Anak saya baru 7 bulan, apakah sudah boleh vaksin campak?"" Nah, pada kondisi skrg yg sedang terjadi KLB campak, pemberian vaksin campak dapat diberikan lebih awal mulai usia 6 bulan. Nah, pada kondisi skrg yg sedang terjadi KLB campak, pemberian vaksin campak dapat diberikan lebih awal mulai usia 6 bulan. Perlu diketahui bahwa vaksin di usia 6–8 bln ini dosis tambahan, sehingga setelah usia 9-12 bulan tetap diberikan. Perlu diketahui bahwa vaksin di usia 6–8 bln ini dosis tambahan, sehingga setelah usia 9-12 bulan tetap diberikan. Jadi untuk Mama Papa yg punya bayi usia ≥6 bulan, segera vaksin campak sebagai perlindungan awal.  Translate Jadi untuk Mama Papa yg punya bayi usia ≥6 bulan, segera vaksin campak sebagai perlindungan awal. — Balasan: Anakku juga vaksin campaknya jadi dimajuin, harusnya kemarin jadwalnya hfmd tapi jadi vaksin campak dulu, dan kemarin di dsanya lagi ada program pemerintah gitu, jadi vaksinnya gratis😬 Anakku juga vaksin campaknya jadi dimajuin, harusnya kemarin jadwalnya hfmd tapi jadi vaksin campak dulu, dan kemarin di dsanya lagi ada program pemerintah gitu, jadi vaksinnya gratis😬",neutral,0.6486933827400208,2026-03-09
fatimyee,2026-03-11 00:46:32+00:00,"Dok bisa ga vaksin campak combo DPT 2 & vaksin flu? Bayiku jg 7 bulan tp was2 bgt huhu, dpt nya telat krn kena flu terus pas jadwalnya vaksin hiks, jadi bingung vaksin apa yg harus diduluin sebelum lebaran ini😔😔 Dok bisa ga vaksin campak combo DPT 2 & vaksin flu? Bayiku jg 7 bulan tp was2 bgt huhu, dpt nya telat krn kena flu terus pas jadwalnya vaksin hiks, jadi bingung vaksin apa yg harus diduluin sebelum lebaran ini😔😔",https://www.threads.com/@fatimyee/post/DVuXvw3k8Ci,https://www.threads.com/@dokteranakbbs/post/DVtaVHWEwEJ,threads,True,"“Dok, sekarang lagi banyak campak ya? Anak saya baru 7 bulan, apakah sudah boleh vaksin campak?"" “Dok, sekarang lagi banyak campak ya? Anak saya baru 7 bulan, apakah sudah boleh vaksin campak?"" Nah, pada kondisi skrg yg sedang terjadi KLB campak, pemberian vaksin campak dapat diberikan lebih awal mulai usia 6 bulan. Nah, pada kondisi skrg yg sedang terjadi KLB campak, pemberian vaksin campak dapat diberikan lebih awal mulai usia 6 bulan. Perlu diketahui bahwa vaksin di usia 6–8 bln ini dosis tambahan, sehingga setelah usia 9-12 bulan tetap diberikan. Perlu diketahui bahwa vaksin di usia 6–8 bln ini dosis tambahan, sehingga setelah usia 9-12 bulan tetap diberikan. Jadi untuk Mama Papa yg punya bayi usia ≥6 bulan, segera vaksin campak sebagai perlindungan awal.  Translate Jadi untuk Mama Papa yg punya bayi usia ≥6 bulan, segera vaksin campak sebagai perlindungan awal. — Balasan: Dok bisa ga vaksin campak combo DPT 2 & vaksin flu? Bayiku jg 7 bulan tp was2 bgt huhu, dpt nya telat krn kena flu terus pas jadwalnya vaksin hiks, jadi bingung vaksin apa yg harus diduluin sebelum lebaran ini😔😔 Dok bisa ga vaksin campak combo DPT 2 & vaksin flu? Bayiku jg 7 bulan tp was2 bgt huhu, dpt nya telat krn kena flu terus pas jadwalnya vaksin hiks, jadi bingung vaksin apa yg harus diduluin sebelum lebaran ini😔😔",neutral,0.4625428020954132,2026-03-09
dokteranakbbs,2026-03-11 00:58:26+00:00,Boleh ma  Translate,https://www.threads.com/@dokteranakbbs/post/DVuZG8Tk58u,https://www.threads.com/@dokteranakbbs/post/DVtaVHWEwEJ,threads,True,"“Dok, sekarang lagi banyak campak ya? Anak saya baru 7 bulan, apakah sudah boleh vaksin campak?"" “Dok, sekarang lagi banyak campak ya? Anak saya baru 7 bulan, apakah sudah boleh vaksin campak?"" Nah, pada kondisi skrg yg sedang terjadi KLB campak, pemberian vaksin campak dapat diberikan lebih awal mulai usia 6 bulan. Nah, pada kondisi skrg yg sedang terjadi KLB campak, pemberian vaksin campak dapat diberikan lebih awal mulai usia 6 bulan. Perlu diketahui bahwa vaksin di usia 6–8 bln ini dosis tambahan, sehingga setelah usia 9-12 bulan tetap diberikan. Perlu diketahui bahwa vaksin di usia 6–8 bln ini dosis tambahan, sehingga setelah usia 9-12 bulan tetap diberikan. Jadi untuk Mama Papa yg punya bayi usia ≥6 bulan, segera vaksin campak sebagai perlindungan awal.  Translate Jadi untuk Mama Papa yg punya bayi usia ≥6 bulan, segera vaksin campak sebagai perlindungan awal. — Balasan: Boleh ma  Translate",neutral,0.6284266114234924,2026-03-09
lidianofiani,2026-03-11 01:18:01+00:00,Baru tau dokter. Tau gt kmrn pas vaksin pcv 3 d barengin. Oke nnti ak kejar di 7 bulan  Translate Baru tau dokter. Tau gt kmrn pas vaksin pcv 3 d barengin. Oke nnti ak kejar di 7 bulan,https://www.threads.com/@lidianofiani/post/DVubWZhEuT7,https://www.threads.com/@dokteranakbbs/post/DVtaVHWEwEJ,threads,True,"“Dok, sekarang lagi banyak campak ya? Anak saya baru 7 bulan, apakah sudah boleh vaksin campak?"" “Dok, sekarang lagi banyak campak ya? Anak saya baru 7 bulan, apakah sudah boleh vaksin campak?"" Nah, pada kondisi skrg yg sedang terjadi KLB campak, pemberian vaksin campak dapat diberikan lebih awal mulai usia 6 bulan. Nah, pada kondisi skrg yg sedang terjadi KLB campak, pemberian vaksin campak dapat diberikan lebih awal mulai usia 6 bulan. Perlu diketahui bahwa vaksin di usia 6–8 bln ini dosis tambahan, sehingga setelah usia 9-12 bulan tetap diberikan. Perlu diketahui bahwa vaksin di usia 6–8 bln ini dosis tambahan, sehingga setelah usia 9-12 bulan tetap diberikan. Jadi untuk Mama Papa yg punya bayi usia ≥6 bulan, segera vaksin campak sebagai perlindungan awal.  Translate Jadi untuk Mama Papa yg punya bayi usia ≥6 bulan, segera vaksin campak sebagai perlindungan awal. — Balasan: Baru tau dokter. Tau gt kmrn pas vaksin pcv 3 d barengin. Oke nnti ak kejar di 7 bulan  Translate Baru tau dokter. Tau gt kmrn pas vaksin pcv 3 d barengin. Oke nnti ak kejar di 7 bulan",neutral,0.6400794982910156,2026-03-09
agnescatharinaa,2026-03-11 15:03:32+00:00,Maaf tnya vaksin campak apakah tidak termasuk dlm paket vaksin dr puskesmas kah? Maaf tnya vaksin campak apakah tidak termasuk dlm paket vaksin dr puskesmas kah?,https://www.threads.com/@agnescatharinaa/post/DVv50lSAVVn,https://www.threads.com/@dokteranakbbs/post/DVtaVHWEwEJ,threads,True,"“Dok, sekarang lagi banyak campak ya? Anak saya baru 7 bulan, apakah sudah boleh vaksin campak?"" “Dok, sekarang lagi banyak campak ya? Anak saya baru 7 bulan, apakah sudah boleh vaksin campak?"" Nah, pada kondisi skrg yg sedang terjadi KLB campak, pemberian vaksin campak dapat diberikan lebih awal mulai usia 6 bulan. Nah, pada kondisi skrg yg sedang terjadi KLB campak, pemberian vaksin campak dapat diberikan lebih awal mulai usia 6 bulan. Perlu diketahui bahwa vaksin di usia 6–8 bln ini dosis tambahan, sehingga setelah usia 9-12 bulan tetap diberikan. Perlu diketahui bahwa vaksin di usia 6–8 bln ini dosis tambahan, sehingga setelah usia 9-12 bulan tetap diberikan. Jadi untuk Mama Papa yg punya bayi usia ≥6 bulan, segera vaksin campak sebagai perlindungan awal.  Translate Jadi untuk Mama Papa yg punya bayi usia ≥6 bulan, segera vaksin campak sebagai perlindungan awal. — Balasan: Maaf tnya vaksin campak apakah tidak termasuk dlm paket vaksin dr puskesmas kah? Maaf tnya vaksin campak apakah tidak termasuk dlm paket vaksin dr puskesmas kah?",neutral,0.5827441811561584,2026-03-09
